Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-1.7843299608045E-05,3.46944695195361E-18,-0.00505111739670027,0,0,0,0.0122513274122872,1.07927243404358E-06,4.40840680380612E-22,-5.33541774147311E-10,1.75383410028849E-06,-8.47430588760128E-24,2.62954690382201E-06,0,0,0,0,0,0,package://kelambite/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://kelambite/meshes/base_link.STL,,base-1,Coordinate System1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
LF_wheel,-8.67361737988404E-19,1.73472347597681E-18,-0.00296938775510204,0,0,0,0.0018472564803108,5.262622905127E-08,4.19309484730494E-24,1.08890008202177E-23,5.262622905127E-08,-4.84242346075222E-27,9.41723813840077E-08,0,0,0,0,0,0,package://kelambite/meshes/LF_wheel.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://kelambite/meshes/LF_wheel.STL,,tyre-1,Coordinate System2,Axis1,left_front_wheel,continuous,0.013461,0.023,-0.0074918,-1.5708,0,0,base_link,0,0,1,10,10,,,,,0.1,0.1,,,,
LB_wheel,-3.46944695195361E-18,0,-0.00296938775510204,0,0,0,0.0018472564803108,5.262622905127E-08,-7.66060979597263E-42,6.52280154631335E-25,5.26262290512699E-08,1.13705391011133E-40,9.41723813840076E-08,0,0,0,0,0,0,package://kelambite/meshes/LB_wheel.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://kelambite/meshes/LB_wheel.STL,,tyre-2,Coordinate System3,Axis2,left_back_wheel,continuous,-0.015201,0.023,-0.0074918,-1.5708,0,0,base_link,0,0,1,10,10,,,,,0.1,0.1,,,,
RF_wheel,1.73472347597681E-18,0,0.00296938775510204,0,0,0,0.0018472564803108,5.262622905127E-08,1.0132659581187E-24,-3.69606293567246E-26,5.262622905127E-08,-3.42049535484682E-27,9.41723813840077E-08,0,0,0,0,0,0,package://kelambite/meshes/RF_wheel.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://kelambite/meshes/RF_wheel.STL,,tyre-4,Coordinate System5,Axis4,right_front1111-wheel,continuous,0.013461,-0.023,-0.0074918,-1.5708,0,0,base_link,0,0,-1,10,10,,,,,0.1,0.1,,,,
RB_wheel,0,0,0.00296938775510204,0,0,0,0.0018472564803108,5.262622905127E-08,9.30547896863396E-25,-2.92995444779018E-26,5.262622905127E-08,7.07119343498405E-27,9.41723813840077E-08,0,0,0,0,0,0,package://kelambite/meshes/RB_wheel.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://kelambite/meshes/RB_wheel.STL,,tyre-3,Coordinate System4,Axis3,right_back_wheel,continuous,-0.015201,-0.023,-0.0074918,-1.5708,0,0,base_link,0,0,-1,10,10,,,,,0.1,0.1,,,,
